@relation sonar

@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric

@data
0.020900,0.026100,0.012000,0.076800,0.106400,0.168000,0.301600,0.346000,0.331400,0.412500,0.394300,0.133400,0.462200,0.997000,0.913700,0.829200,0.699400,0.782500,0.878900,0.850100,0.892000,0.947300,1.000000,0.897500,0.780600,0.832100,0.650200,0.454800,0.473200,0.339100,0.274700,0.097800,0.047700,0.140300,0.183400,0.214800,0.127100,0.191200,0.339100,0.344400,0.236900,0.119500,0.266500,0.258700,0.139300,0.108300,0.138300,0.132100,0.106900,0.032500,0.031600,0.005700,0.015900,0.008500,0.037200,0.010100,0.012700,0.028800,0.012900,0.002300,-1.000000
0.037400,0.058600,0.062800,0.053400,0.025500,0.142200,0.207200,0.273400,0.307000,0.259700,0.348300,0.399900,0.457400,0.595000,0.792400,0.827200,0.808700,0.897700,0.982800,0.898200,0.889000,0.936700,0.912200,0.793600,0.671800,0.631800,0.486500,0.338800,0.483200,0.382200,0.307500,0.126700,0.074300,0.151000,0.190600,0.181700,0.170900,0.094600,0.282900,0.300600,0.160200,0.148300,0.287500,0.204700,0.106400,0.139500,0.106500,0.052700,0.039500,0.018300,0.035300,0.011800,0.006300,0.023700,0.003200,0.008700,0.012400,0.011300,0.009800,0.012600,-1.000000
0.137100,0.122600,0.138500,0.148400,0.177600,0.142800,0.177300,0.216100,0.163000,0.206700,0.425700,0.548400,0.713100,0.700300,0.677700,0.793900,0.938200,0.892500,0.914600,0.783200,0.796000,0.798300,0.771600,0.661500,0.486000,0.557200,0.469700,0.564000,0.451700,0.336900,0.268400,0.233900,0.305200,0.301600,0.275300,0.104100,0.175700,0.315600,0.360300,0.273600,0.130100,0.245800,0.340400,0.175300,0.067900,0.106200,0.064300,0.053200,0.053100,0.027200,0.017100,0.011800,0.012900,0.034400,0.006500,0.006700,0.002200,0.007900,0.014600,0.005100,-1.000000
0.044300,0.044600,0.023500,0.100800,0.225200,0.261100,0.206100,0.166800,0.180100,0.308300,0.379400,0.536400,0.617300,0.784200,0.839200,0.901600,1.000000,0.891100,0.875300,0.788600,0.715600,0.758100,0.637200,0.321000,0.207600,0.227900,0.330900,0.284700,0.194900,0.167100,0.102500,0.136200,0.221200,0.112400,0.167700,0.103900,0.256200,0.262400,0.223600,0.118000,0.110300,0.283100,0.238500,0.025500,0.196700,0.148300,0.043400,0.062700,0.051300,0.047300,0.024800,0.027400,0.020500,0.014100,0.018500,0.005500,0.004500,0.011500,0.015200,0.010000,-1.000000
0.115000,0.116300,0.086600,0.035800,0.023200,0.126700,0.241700,0.266100,0.434600,0.537800,0.381600,0.099100,0.061600,0.179500,0.390700,0.360200,0.304100,0.242800,0.406000,0.839500,0.977700,0.468000,0.061000,0.214300,0.134800,0.285400,0.161700,0.264900,0.456500,0.650200,0.284800,0.329600,0.537000,0.662700,0.862600,0.854700,0.784800,0.901600,0.882700,0.608600,0.281000,0.090600,0.117700,0.269400,0.521400,0.423200,0.234000,0.192800,0.109200,0.050700,0.022800,0.009900,0.006500,0.008500,0.016600,0.011000,0.019000,0.014100,0.006800,0.008600,-1.000000
0.096800,0.082100,0.062900,0.060800,0.061700,0.120700,0.094400,0.422300,0.574400,0.502500,0.348800,0.170000,0.207600,0.308700,0.422400,0.531200,0.243600,0.188400,0.190800,0.832100,1.000000,0.407600,0.096000,0.192800,0.241900,0.379000,0.289300,0.345100,0.377700,0.521300,0.231600,0.333500,0.478100,0.611600,0.670500,0.737500,0.735600,0.779200,0.678800,0.525900,0.276200,0.154500,0.201900,0.223100,0.422100,0.306700,0.132900,0.134900,0.105700,0.049900,0.020600,0.007300,0.008100,0.030300,0.019000,0.021200,0.012600,0.020100,0.021000,0.004100,-1.000000
0.079000,0.070700,0.035200,0.166000,0.133000,0.022600,0.077100,0.267800,0.566400,0.660900,0.500200,0.258300,0.165000,0.434700,0.451500,0.457900,0.336600,0.400000,0.532500,0.901000,0.993900,0.368900,0.101200,0.024800,0.231800,0.398100,0.225900,0.524700,0.689800,0.831600,0.432600,0.374100,0.575600,0.804300,0.796300,0.717400,0.705600,0.814800,0.760100,0.603400,0.455400,0.472900,0.447800,0.372200,0.469300,0.383900,0.076800,0.146700,0.077700,0.046900,0.019300,0.029800,0.039000,0.029400,0.017500,0.024900,0.014100,0.007300,0.002500,0.010100,-1.000000
0.108300,0.107000,0.025700,0.083700,0.074800,0.112500,0.332200,0.459000,0.552600,0.596600,0.530400,0.225100,0.240200,0.268900,0.664600,0.663200,0.167400,0.083700,0.433100,0.871800,0.799200,0.371200,0.170300,0.161100,0.208600,0.284700,0.221100,0.613400,0.580700,0.692500,0.382500,0.430300,0.779100,0.870300,1.000000,0.921200,0.938600,0.930300,0.731400,0.479100,0.208700,0.201600,0.166900,0.287200,0.437400,0.309700,0.157800,0.055300,0.033400,0.020900,0.017200,0.018000,0.011000,0.023400,0.027600,0.003200,0.008400,0.012200,0.008200,0.014300,-1.000000
0.009400,0.061100,0.113600,0.120300,0.040300,0.122700,0.249500,0.456600,0.658700,0.507900,0.335000,0.083400,0.300400,0.395700,0.376900,0.382800,0.124700,0.136300,0.267800,0.918800,0.977900,0.323600,0.194400,0.187400,0.088500,0.344300,0.295300,0.590800,0.456400,0.733400,0.196900,0.279000,0.621200,0.868100,0.862100,0.938000,0.832700,0.948000,0.672100,0.443600,0.516300,0.380900,0.155700,0.144900,0.266200,0.180600,0.169900,0.255900,0.112900,0.020100,0.048000,0.023400,0.017500,0.035200,0.015800,0.032600,0.020100,0.016800,0.024500,0.015400,-1.000000
0.108800,0.127800,0.092600,0.123400,0.127600,0.173100,0.194800,0.426200,0.682800,0.576100,0.473300,0.236200,0.102300,0.290400,0.471300,0.465900,0.141500,0.084900,0.325700,0.900700,0.931200,0.485600,0.134600,0.160400,0.273700,0.560900,0.365400,0.613900,0.547000,0.847400,0.563800,0.544300,0.508600,0.625300,0.849700,0.840600,0.842000,0.913600,0.771300,0.488200,0.372400,0.446900,0.458600,0.449100,0.561600,0.430500,0.094500,0.079400,0.027400,0.015400,0.014000,0.045500,0.021300,0.008200,0.012400,0.016700,0.010300,0.020500,0.017800,0.018700,-1.000000
0.043000,0.090200,0.083300,0.081300,0.016500,0.027700,0.056900,0.205700,0.388700,0.710600,0.734200,0.503300,0.300000,0.195100,0.276700,0.373700,0.250700,0.250700,0.329200,0.487100,0.652700,0.845400,0.973900,1.000000,0.666500,0.532300,0.402400,0.344400,0.423900,0.418200,0.439300,0.116200,0.433600,0.655300,0.617200,0.437300,0.411800,0.364100,0.457200,0.436700,0.296400,0.431200,0.415500,0.182400,0.148700,0.013800,0.116400,0.205200,0.106900,0.019900,0.020800,0.017600,0.019700,0.021000,0.014100,0.004900,0.002700,0.016200,0.005900,0.002100,-1.000000
0.073100,0.124900,0.166500,0.149600,0.144300,0.277000,0.255500,0.171200,0.046600,0.111400,0.173900,0.316000,0.324900,0.216400,0.203100,0.258000,0.179600,0.242200,0.360900,0.181000,0.260400,0.657200,0.973400,0.975700,0.807900,0.652100,0.491500,0.536300,0.764900,0.525000,0.510100,0.421900,0.416000,0.190600,0.022300,0.421900,0.549600,0.248300,0.203400,0.272900,0.283700,0.446300,0.317800,0.080700,0.119200,0.213400,0.324100,0.294500,0.147400,0.021100,0.036100,0.044400,0.023000,0.029000,0.014100,0.016100,0.017700,0.019400,0.020700,0.005700,-1.000000
0.016400,0.062700,0.073800,0.060800,0.023300,0.104800,0.133800,0.064400,0.152200,0.078000,0.179100,0.268100,0.178800,0.103900,0.198000,0.323400,0.374800,0.258600,0.368000,0.350800,0.560600,0.523100,0.546900,0.695400,0.635200,0.675700,0.849900,0.802500,0.656300,0.859100,0.665500,0.536900,0.311800,0.376300,0.280100,0.087500,0.331900,0.423700,0.180100,0.374300,0.462700,0.161400,0.249400,0.320200,0.226500,0.114600,0.047600,0.094300,0.082400,0.017100,0.024400,0.025800,0.014300,0.022600,0.018700,0.018500,0.011000,0.009400,0.007800,0.011200,-1.000000
0.041200,0.113500,0.051800,0.023200,0.064600,0.112400,0.178700,0.240700,0.268200,0.205800,0.154600,0.267100,0.314100,0.290400,0.353100,0.507900,0.463900,0.185900,0.447400,0.407900,0.540000,0.478600,0.433200,0.611300,0.509100,0.460600,0.724300,0.898700,0.882600,0.920100,0.800500,0.603300,0.212000,0.286600,0.403300,0.280300,0.308700,0.355000,0.254500,0.143200,0.586900,0.643100,0.582600,0.428600,0.489400,0.577700,0.431500,0.264000,0.179400,0.077200,0.079800,0.037600,0.014300,0.027200,0.012700,0.016600,0.009500,0.022500,0.009800,0.008500,-1.000000
0.070700,0.125200,0.144700,0.164400,0.169300,0.084400,0.071500,0.094700,0.158300,0.124700,0.234000,0.176400,0.228400,0.311500,0.472500,0.554300,0.538600,0.374600,0.458300,0.596100,0.746400,0.764400,0.571100,0.625700,0.669500,0.713100,0.756700,0.807700,0.847700,0.928900,0.951300,0.799500,0.436200,0.404800,0.495200,0.171200,0.365200,0.376300,0.284100,0.042700,0.533100,0.695200,0.428800,0.306300,0.583500,0.569200,0.263000,0.119600,0.098300,0.037400,0.029100,0.015600,0.019700,0.013500,0.012700,0.013800,0.013300,0.013100,0.015400,0.021800,-1.000000
0.052600,0.056300,0.121900,0.120600,0.024600,0.102200,0.053900,0.043900,0.229100,0.163200,0.254400,0.280700,0.301100,0.336100,0.302400,0.228500,0.291000,0.131600,0.115100,0.340400,0.556200,0.637900,0.655300,0.738400,0.653400,0.542300,0.687700,0.732500,0.772600,0.822900,0.878700,0.910800,0.670500,0.609200,0.750500,0.477500,0.166600,0.374900,0.377600,0.210600,0.588600,0.562800,0.257700,0.524500,0.614900,0.512300,0.338500,0.149900,0.054600,0.027000,0.038000,0.033900,0.014900,0.033500,0.037600,0.017400,0.013200,0.010300,0.036400,0.020800,-1.000000
0.051600,0.094400,0.062200,0.041500,0.099500,0.243100,0.177700,0.201800,0.261100,0.129400,0.264600,0.277800,0.443200,0.367200,0.203500,0.276400,0.325200,0.153600,0.278400,0.350800,0.518700,0.705200,0.714300,0.681400,0.510000,0.530800,0.613100,0.838800,0.903100,0.860700,0.965600,0.916800,0.713200,0.689800,0.731000,0.413400,0.158000,0.181900,0.138100,0.296000,0.693500,0.824600,0.535100,0.440300,0.644800,0.621400,0.301600,0.137900,0.036400,0.035500,0.045600,0.043200,0.027400,0.015200,0.012000,0.012900,0.002000,0.010900,0.007400,0.007800,-1.000000
0.029900,0.068800,0.099200,0.102100,0.080000,0.062900,0.013000,0.081300,0.176100,0.099800,0.052300,0.090400,0.265500,0.309900,0.352000,0.389200,0.396200,0.244900,0.235500,0.304500,0.311200,0.469800,0.553400,0.453200,0.446400,0.467000,0.462100,0.698800,0.762600,0.702500,0.738200,0.744600,0.792700,0.522700,0.396700,0.304200,0.130900,0.240800,0.178000,0.159800,0.565700,0.644300,0.424100,0.456700,0.576000,0.529300,0.328700,0.128300,0.069800,0.033400,0.034200,0.045900,0.027700,0.017200,0.008700,0.004600,0.020300,0.013000,0.011500,0.001500,-1.000000
0.072100,0.157400,0.111200,0.108500,0.066600,0.180000,0.110800,0.279400,0.140800,0.079500,0.253400,0.392000,0.337500,0.161000,0.188900,0.330800,0.228200,0.217700,0.185300,0.516700,0.534200,0.629800,0.843700,0.675600,0.582500,0.614100,0.880900,0.837500,0.386900,0.505100,0.545500,0.424100,0.153400,0.495000,0.698300,0.710900,0.564700,0.487000,0.551500,0.443300,0.525000,0.607500,0.525100,0.135900,0.426800,0.444200,0.219300,0.090000,0.120000,0.062800,0.023400,0.030900,0.012700,0.008200,0.028100,0.011700,0.009200,0.014700,0.015700,0.012900,-1.000000
0.102100,0.083000,0.057700,0.062700,0.063500,0.132800,0.098800,0.178700,0.119900,0.136900,0.250900,0.263100,0.279600,0.297700,0.382300,0.312900,0.395600,0.209300,0.321800,0.334500,0.318400,0.288700,0.361000,0.256600,0.410600,0.459100,0.472200,0.727800,0.759100,0.657900,0.751400,0.666600,0.490300,0.596200,0.655200,0.401400,0.118800,0.324500,0.310700,0.135400,0.510900,0.798800,0.751700,0.550800,0.585800,0.729200,0.552200,0.333900,0.160800,0.047500,0.100400,0.070900,0.031700,0.030900,0.025200,0.008700,0.017700,0.021400,0.022700,0.010600,-1.000000
0.065400,0.064900,0.073700,0.113200,0.248200,0.125700,0.179700,0.098900,0.246000,0.342200,0.212800,0.137700,0.403200,0.568400,0.239800,0.433100,0.595400,0.577200,0.817600,0.883500,0.524800,0.637300,0.837500,0.669900,0.775600,0.875000,0.830000,0.689600,0.337200,0.640500,0.713800,0.820200,0.665700,0.525400,0.296000,0.070400,0.097000,0.394100,0.602800,0.352100,0.392400,0.480800,0.460200,0.416400,0.543800,0.564900,0.319500,0.248400,0.129900,0.082500,0.024300,0.021000,0.036100,0.023900,0.044700,0.039400,0.035500,0.044000,0.024300,0.009800,-1.000000
0.071200,0.090100,0.127600,0.149700,0.128400,0.116500,0.128500,0.168400,0.183000,0.212700,0.289100,0.398500,0.457600,0.582100,0.502700,0.193000,0.257900,0.317700,0.274500,0.618600,0.895800,0.744200,0.518800,0.281100,0.177300,0.660700,0.757600,0.512200,0.470100,0.547900,0.434700,0.127600,0.084600,0.092700,0.031300,0.099800,0.178100,0.158600,0.300100,0.220800,0.145500,0.289500,0.320300,0.141400,0.062900,0.073400,0.080500,0.060800,0.056500,0.028600,0.015400,0.015400,0.015600,0.005400,0.003000,0.004800,0.008700,0.010100,0.009500,0.006800,-1.000000
0.020700,0.053500,0.033400,0.081800,0.074000,0.032400,0.091800,0.107000,0.155300,0.123400,0.179600,0.178700,0.124700,0.257700,0.337000,0.399000,0.164700,0.226600,0.321900,0.535600,0.815900,1.000000,0.870100,0.688900,0.629900,0.573800,0.570700,0.597600,0.430100,0.205800,0.100000,0.224700,0.230800,0.397700,0.331700,0.172600,0.142900,0.216800,0.196700,0.214000,0.367400,0.202300,0.077800,0.092500,0.238800,0.340000,0.259400,0.110200,0.091100,0.046200,0.017100,0.003300,0.005000,0.019000,0.010300,0.012100,0.004200,0.009000,0.007000,0.009900,-1.000000
0.020900,0.027800,0.011500,0.044500,0.042700,0.076600,0.145800,0.143000,0.189400,0.185300,0.174800,0.155600,0.147600,0.137800,0.258400,0.382700,0.478400,0.536000,0.619200,0.791200,0.926400,1.000000,0.908000,0.743500,0.555700,0.317200,0.129500,0.059800,0.272200,0.361600,0.329300,0.485500,0.393600,0.184500,0.034200,0.248900,0.383700,0.351400,0.265400,0.176000,0.159900,0.086600,0.059000,0.081300,0.049200,0.041700,0.049500,0.036700,0.011500,0.011800,0.013300,0.009600,0.001400,0.004900,0.003900,0.002900,0.007800,0.004700,0.002100,0.001100,-1.000000
0.023100,0.031500,0.017000,0.022600,0.041000,0.011600,0.022300,0.080500,0.236500,0.246100,0.224500,0.152000,0.173200,0.309900,0.438000,0.559500,0.682000,0.616400,0.680300,0.843500,0.992100,1.000000,0.798300,0.542600,0.395200,0.517900,0.565000,0.304200,0.188100,0.396000,0.228600,0.354400,0.418700,0.239800,0.184700,0.376000,0.433100,0.362600,0.251900,0.187000,0.104600,0.233900,0.199100,0.110000,0.068400,0.030300,0.067400,0.078500,0.045500,0.024600,0.015100,0.012500,0.003600,0.012300,0.004300,0.011400,0.005200,0.009100,0.000800,0.009200,-1.000000
0.013100,0.020100,0.004500,0.021700,0.023000,0.048100,0.074200,0.033300,0.136900,0.207900,0.229500,0.199000,0.118400,0.189100,0.294900,0.534300,0.685000,0.792300,0.822000,0.729000,0.735200,0.791800,0.805700,0.489800,0.193400,0.292400,0.625500,0.854600,0.896600,0.782100,0.516800,0.484000,0.403800,0.341100,0.284900,0.235300,0.269900,0.444200,0.432300,0.331400,0.119500,0.166900,0.370200,0.307200,0.094500,0.154500,0.139400,0.077200,0.061500,0.023000,0.011100,0.016800,0.008600,0.004500,0.006200,0.006500,0.003000,0.006600,0.002900,0.005300,-1.000000
0.023300,0.039400,0.041600,0.054700,0.099300,0.151500,0.167400,0.151300,0.172300,0.207800,0.123900,0.023600,0.177100,0.311500,0.499000,0.670700,0.765500,0.848500,0.980500,1.000000,1.000000,0.999200,0.906700,0.680300,0.510300,0.471600,0.498000,0.619600,0.717100,0.631600,0.355400,0.289700,0.431600,0.379100,0.242100,0.094400,0.035100,0.084400,0.043600,0.113000,0.204500,0.193700,0.083400,0.150200,0.167500,0.105800,0.111100,0.084900,0.059600,0.020100,0.007100,0.010400,0.006200,0.002600,0.002500,0.006100,0.003800,0.010100,0.007800,0.000600,-1.000000
0.011700,0.006900,0.027900,0.058300,0.091500,0.126700,0.157700,0.192700,0.236100,0.216900,0.118000,0.075400,0.278200,0.375800,0.509300,0.659200,0.707100,0.753200,0.835700,0.859300,0.961500,0.983800,0.870500,0.640300,0.506700,0.539500,0.693400,0.848700,0.821300,0.596200,0.295000,0.275800,0.288500,0.189300,0.144600,0.095500,0.088800,0.083600,0.089400,0.154700,0.231800,0.222500,0.103500,0.172100,0.201700,0.178700,0.111200,0.039800,0.030500,0.008400,0.003900,0.005300,0.002900,0.002000,0.001300,0.002900,0.002000,0.006200,0.002600,0.005200,-1.000000
0.021100,0.012800,0.001500,0.045000,0.071100,0.156300,0.151800,0.120600,0.166600,0.134500,0.078500,0.036700,0.122700,0.261400,0.428000,0.612200,0.743500,0.813000,0.900600,0.960300,0.916200,0.914000,0.785100,0.513400,0.343900,0.329000,0.257100,0.368500,0.576500,0.619000,0.461300,0.361500,0.443400,0.386400,0.309300,0.213800,0.111200,0.138600,0.152300,0.099600,0.164400,0.190200,0.131300,0.177600,0.200000,0.076500,0.072700,0.074900,0.044900,0.013400,0.017400,0.011700,0.002300,0.004700,0.004900,0.003100,0.002400,0.003900,0.005100,0.001500,-1.000000
0.004700,0.005900,0.008000,0.055400,0.088300,0.127800,0.167400,0.137300,0.292200,0.346900,0.326500,0.326300,0.230100,0.125300,0.210200,0.240100,0.192800,0.167300,0.122800,0.090200,0.155700,0.329100,0.526800,0.674000,0.790600,0.893800,0.939500,0.949300,0.904000,0.915100,0.882800,0.808600,0.718000,0.672000,0.644700,0.687900,0.624100,0.493600,0.414400,0.424000,0.454600,0.439200,0.432300,0.492100,0.471000,0.319600,0.224100,0.180600,0.099000,0.025100,0.012900,0.009500,0.012600,0.006900,0.003900,0.006800,0.006000,0.004500,0.000200,0.002900,-1.000000
0.020100,0.017800,0.027400,0.023200,0.072400,0.083300,0.123200,0.129800,0.208500,0.272000,0.218800,0.303700,0.295900,0.205900,0.090600,0.161000,0.180000,0.218000,0.202600,0.150600,0.052100,0.214300,0.433300,0.594300,0.692600,0.757600,0.878700,0.906000,0.852800,0.908700,0.965700,0.930600,0.777400,0.664300,0.660400,0.688400,0.693800,0.593200,0.577400,0.622300,0.584100,0.452700,0.491100,0.576200,0.501300,0.404200,0.312300,0.223200,0.108500,0.041400,0.025300,0.013100,0.004900,0.010400,0.010200,0.009200,0.008300,0.002000,0.004800,0.003600,-1.000000
0.010700,0.045300,0.028900,0.071300,0.107500,0.101900,0.160600,0.211900,0.306100,0.293600,0.310400,0.343100,0.245600,0.188700,0.118400,0.208000,0.273600,0.327400,0.234400,0.126000,0.057600,0.124100,0.323900,0.435700,0.573400,0.782500,0.925200,0.934900,0.934800,1.000000,0.930800,0.847800,0.760500,0.704000,0.753900,0.799000,0.767300,0.595500,0.473100,0.484000,0.434000,0.395400,0.483700,0.537900,0.448500,0.267400,0.154100,0.135900,0.094100,0.026100,0.007900,0.016400,0.012000,0.011300,0.002100,0.009700,0.007200,0.006000,0.001700,0.003600,-1.000000
0.023500,0.022000,0.016700,0.051600,0.074600,0.112100,0.125800,0.171700,0.307400,0.319900,0.294600,0.248400,0.251000,0.180600,0.141300,0.301900,0.363500,0.388700,0.298000,0.221900,0.162400,0.134300,0.204600,0.379100,0.577100,0.754500,0.840600,0.854700,0.903600,1.000000,0.964600,0.791200,0.641200,0.598600,0.683500,0.777100,0.808400,0.742600,0.629500,0.570800,0.443300,0.336100,0.379500,0.495000,0.437300,0.240400,0.112800,0.165400,0.093300,0.022500,0.021400,0.022100,0.015200,0.008300,0.005800,0.002300,0.005700,0.005200,0.002700,0.002100,-1.000000
0.025800,0.043300,0.054700,0.068100,0.078400,0.125000,0.129600,0.172900,0.279400,0.295400,0.250600,0.260100,0.224900,0.211500,0.127000,0.119300,0.179400,0.218500,0.164600,0.074000,0.062500,0.238100,0.482400,0.637200,0.753100,0.895900,0.994100,0.995700,0.932800,0.934400,0.885400,0.769000,0.686500,0.639000,0.637800,0.662900,0.598300,0.456500,0.312900,0.415800,0.432500,0.403100,0.420100,0.455700,0.395500,0.296600,0.209500,0.155800,0.088400,0.026500,0.012100,0.009100,0.006200,0.001900,0.004500,0.007900,0.003100,0.006300,0.004800,0.005000,-1.000000
0.030500,0.036300,0.021400,0.022700,0.045600,0.066500,0.093900,0.097200,0.253500,0.312700,0.219200,0.262100,0.241900,0.217900,0.115900,0.123700,0.088600,0.175500,0.175800,0.154000,0.051200,0.180500,0.403900,0.569700,0.657700,0.747400,0.854300,0.908500,0.866800,0.889200,0.906500,0.852200,0.720400,0.620000,0.625300,0.684800,0.733700,0.628100,0.572500,0.611900,0.559700,0.496500,0.502700,0.577200,0.590700,0.480300,0.387700,0.277900,0.142700,0.042400,0.027100,0.020000,0.007000,0.007000,0.008600,0.008900,0.007400,0.004200,0.005500,0.002100,-1.000000
0.021700,0.015200,0.034600,0.034600,0.048400,0.052600,0.077300,0.086200,0.145100,0.211000,0.234300,0.208700,0.164500,0.168900,0.165000,0.196700,0.293400,0.370900,0.430900,0.416100,0.511600,0.650100,0.771700,0.849100,0.910400,0.891200,0.818900,0.677900,0.536800,0.520700,0.565100,0.574900,0.525000,0.425500,0.333000,0.233100,0.145100,0.164800,0.269400,0.373000,0.446700,0.413300,0.374300,0.302100,0.206900,0.179000,0.168900,0.134100,0.076900,0.022200,0.020500,0.012300,0.006700,0.001100,0.002600,0.004900,0.002900,0.002200,0.002200,0.003200,-1.000000
0.007200,0.002700,0.008900,0.006100,0.042000,0.086500,0.118200,0.099900,0.197600,0.231800,0.247200,0.288000,0.212600,0.070800,0.119400,0.280800,0.422100,0.527900,0.585700,0.615300,0.675300,0.787300,0.897400,0.982800,1.000000,0.846000,0.605500,0.303600,0.014400,0.252600,0.433500,0.491800,0.540900,0.596100,0.524800,0.377700,0.236900,0.172000,0.187800,0.325000,0.257500,0.242300,0.270600,0.232300,0.172400,0.145700,0.117500,0.086800,0.039200,0.013100,0.009200,0.007800,0.007100,0.008100,0.003400,0.006400,0.003700,0.003600,0.001200,0.003700,-1.000000
0.016300,0.019800,0.020200,0.038600,0.075200,0.144400,0.148700,0.148400,0.244200,0.282200,0.369100,0.375000,0.392700,0.330800,0.108500,0.113900,0.344600,0.544100,0.647000,0.727600,0.789400,0.826400,0.869700,0.783600,0.714000,0.569800,0.290800,0.463600,0.640900,0.740500,0.806900,0.842000,1.000000,0.953600,0.675500,0.390500,0.124900,0.362900,0.635600,0.811600,0.766400,0.541700,0.261400,0.172300,0.281400,0.276400,0.198500,0.150200,0.121900,0.049300,0.002700,0.007700,0.002600,0.003100,0.008300,0.002000,0.008400,0.010800,0.008300,0.003300,-1.000000
0.022100,0.006500,0.016400,0.048700,0.051900,0.084900,0.081200,0.183300,0.222800,0.181000,0.254900,0.298400,0.262400,0.189300,0.066800,0.266600,0.427400,0.629100,0.778200,0.768600,0.809900,0.849300,0.944000,0.945000,0.965500,0.804500,0.496900,0.396000,0.385600,0.557400,0.730900,0.854900,0.942500,0.872600,0.667300,0.469400,0.154600,0.174800,0.360700,0.520800,0.517700,0.370200,0.224000,0.081600,0.039500,0.078500,0.105200,0.103400,0.076400,0.021600,0.016700,0.008900,0.005100,0.001500,0.007500,0.005800,0.001600,0.007000,0.007400,0.003800,-1.000000
0.041100,0.027700,0.060400,0.052500,0.048900,0.038500,0.061100,0.111700,0.123700,0.230000,0.137000,0.133500,0.213700,0.152600,0.077500,0.119600,0.090300,0.068900,0.207100,0.297500,0.283600,0.335300,0.362200,0.320200,0.345200,0.356200,0.389200,0.662200,0.925400,1.000000,0.852800,0.629700,0.525000,0.401200,0.290100,0.200700,0.335600,0.479900,0.614700,0.624600,0.497300,0.349200,0.266200,0.313700,0.428200,0.426200,0.351100,0.245800,0.125900,0.032700,0.018100,0.021700,0.003800,0.001900,0.006500,0.013200,0.010800,0.005000,0.008500,0.004400,-1.000000
0.013700,0.029700,0.011600,0.008200,0.024100,0.025300,0.027900,0.013000,0.048900,0.087400,0.110000,0.108400,0.109400,0.102300,0.060100,0.090600,0.131300,0.275800,0.366000,0.526900,0.581000,0.618100,0.587500,0.463900,0.542400,0.736700,0.908900,1.000000,0.824700,0.544100,0.334900,0.087700,0.160000,0.416900,0.657600,0.739000,0.796300,0.749300,0.679500,0.471300,0.235500,0.170400,0.272800,0.401600,0.412500,0.347000,0.273900,0.179000,0.092200,0.027600,0.016900,0.008100,0.004000,0.002500,0.003600,0.005800,0.006700,0.003500,0.004300,0.003300,-1.000000
0.001500,0.018600,0.028900,0.019500,0.051500,0.081700,0.100500,0.012400,0.116800,0.147600,0.211800,0.257500,0.235400,0.133400,0.009200,0.195100,0.368500,0.464600,0.541800,0.626000,0.742000,0.825700,0.860900,0.840000,0.894900,0.994500,1.000000,0.964900,0.874700,0.625700,0.218400,0.294500,0.364500,0.501200,0.784300,0.936100,0.819500,0.620700,0.451300,0.300400,0.267400,0.224100,0.314100,0.369300,0.298600,0.222600,0.084900,0.035900,0.028900,0.012200,0.004500,0.010800,0.007500,0.008900,0.003600,0.002900,0.001300,0.001000,0.003200,0.004700,-1.000000
0.013000,0.012000,0.043600,0.062400,0.042800,0.034900,0.038400,0.044600,0.131800,0.137500,0.202600,0.238900,0.211200,0.144400,0.074200,0.153300,0.305200,0.411600,0.546600,0.593300,0.666300,0.733300,0.713600,0.701400,0.775800,0.913700,0.996400,1.000000,0.888100,0.658500,0.270700,0.174600,0.270900,0.485300,0.718400,0.820900,0.753600,0.649600,0.470800,0.348200,0.350800,0.318100,0.352400,0.365900,0.284600,0.171400,0.069400,0.030300,0.029200,0.011600,0.002400,0.008400,0.010000,0.001800,0.003500,0.005800,0.001100,0.000900,0.003300,0.002600,-1.000000
